relevance	has_pdf	year	doi	title	why	model	run_id
no	no	2011	10.1186/1755-8794-4-67	Gene expression during normal and FSHD myogenesis	Gene expression in FSHD, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1186/s12916-024-03789-y	Multiomics profiling of DNA methylation, microRNA, and mRNA in skeletal muscle from monozygotic twin pairs discordant for type 2 diabetes identifies dysregulated genes controlling metabolism	T2D metabolism, not culture medium	deepseek-chat	20260715T011514
no	no	2015	10.1111/apha.12537	Diet-induced obesity alters anabolic signalling in mice at the onset of skeletal muscle regeneration	Obesity and regeneration in vivo	deepseek-chat	20260715T011514
no	no	2006	10.1016/j.matbio.2006.04.004	Extracellular proteoglycans modify TGF-beta bio-availability attenuating its signaling during skeletal muscle differentiation	TGF-beta signaling, not medium	deepseek-chat	20260715T011514
no	no	1994		Expression and cellular localization of glucose transporters (GLUT1, GLUT3, GLUT4) during differentiation of myogenic cells isolated from rat foetuses	Glucose transporters in differentiation	deepseek-chat	20260715T011514
no	no	2017	10.1002/sctm.16-0160	Efficacy and Safety of Immuno-Magnetically Sorted Smooth Muscle Progenitor Cells Derived from Human-Induced Pluripotent Stem Cells for Restoring Urethral Sphincter Function	Smooth muscle, not culture medium	deepseek-chat	20260715T011514
no	no	2014	10.1186/1471-2164-15-621	Highlights of glycosylation and adhesion related genes involved in myogenesis	Myogenesis gene expression, not medium	deepseek-chat	20260715T011514
no	no	2012	10.1111/j.1582-4934.2011.01354.x	Angiotensin II receptor type 1 blockade decreases CTGF/CCN2-mediated damage and fibrosis in normal and dystrophic skeletal muscles	Fibrosis in dystrophic muscle	deepseek-chat	20260715T011514
no	no	2003	10.1590/s0100-879x2003000500003	Dipeptidyl peptidase IV (CD26) activity in the hematopoietic system: differences between the membrane-anchored and the released enzyme activity	DPP-IV in hematopoietic system	deepseek-chat	20260715T011514
no	no	2000	10.1002/1097-4644(20000901)78:3<476::aid-jcb12>3.0.co;2-5	Gene therapy for bone formation: in vitro and in vivo osteogenic activity of an adenovirus expressing BMP7	BMP7 gene therapy for bone	deepseek-chat	20260715T011514
no	no	2012	10.2527/jas.2011-4448	Meat Science and Muscle Biology Symposium: manipulating meat tenderness by increasing the turnover of intramuscular connective tissue	Meat tenderness, connective tissue	deepseek-chat	20260715T011514
no	no	2017	10.3892/etm.2017.4705	Tissue-engineered sling with adipose-derived stem cells under static mechanical strain	ADSCs for sling, not muscle expansion medium	deepseek-chat	20260715T011514
no	no	2021	10.3390/cells10123443	TGF-β Induction of miR-143/145 Is Associated to Exercise Response by Influencing Differentiation and Insulin Signaling Molecules in Human Skeletal Muscle	TGF-β in exercise response, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1113/jp286563	Adipose stromal cells in the human rotator cuff are resistant to fibrotic microenvironmental cues	ADSCs in rotator cuff, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1186/s12964-024-01640-8	Integrated proteomic, phosphoproteomic, and N-glycoproteomic analyses of small extracellular vesicles from C2C12 myoblasts identify specific PTM patterns in ligand-receptor interactions	sEV proteomics, not culture medium	deepseek-chat	20260715T011514
no	no	2014	10.1016/j.biomaterials.2013.10.023	Tuning cell-surface affinity to direct cell specific responses to patterned proteins	Cell-surface affinity, not medium	deepseek-chat	20260715T011514
no	no	2005	10.1016/j.jtcvs.2005.07.023	Repair of impaired myocardium by means of implantation of engineered autologous myoblast sheets	Myoblast sheets for heart repair	deepseek-chat	20260715T011514
no	no	2009	10.1038/mt.2009.40	Cell-based therapy for heart disease: a clinically oriented perspective	Cell therapy review, not medium	deepseek-chat	20260715T011514
no	no	2002	10.1074/jbc.m105110200	Betaglycan inhibits TGF-beta signaling by preventing type I-type II receptor complex formation. Glycosaminoglycan modifications alter betaglycan function	Betaglycan signaling, not medium	deepseek-chat	20260715T011514
no	no	2006	10.1016/j.jpedsurg.2005.10.011	Diaphragmatic repair through fetal tissue engineering: a comparison between mesenchymal amniocyte- and myoblast-based constructs	Diaphragmatic repair, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1002/jcp.30723	Polygenic mechanisms underpinning the response to exercise-induced muscle damage in humans: In vivo and in vitro evidence	Exercise response genetics, not medium	deepseek-chat	20260715T011514
no	no	2012	10.1016/j.biocel.2012.07.028	Angiotensin II-induced pro-fibrotic effects require p38MAPK activity and transforming growth factor beta 1 expression in skeletal muscle cells	Fibrosis signaling, not medium	deepseek-chat	20260715T011514
no	no	2011	10.1186/1471-2164-12-143	Transcriptional profiling identifies differentially expressed genes in developing turkey skeletal muscle	Turkey muscle gene expression, not medium	deepseek-chat	20260715T011514
no	no	2003	10.1359/jbmr.2003.18.7.1177	Gene array analysis of bone morphogenetic protein type I receptor-induced osteoblast differentiation	BMP-induced osteoblast differentiation, not medium	deepseek-chat	20260715T011514
no	no	2019	10.1186/s13395-019-0218-x	Development of a high-throughput screen to identify small molecule enhancers of sarcospan for the treatment of Duchenne muscular dystrophy	DMD drug screen, not medium	deepseek-chat	20260715T011514
no	no	1996	10.1083/jcb.132.1.211	Beta 1D integrin displaces the beta 1A isoform in striated muscles: localization at junctional structures and signaling potential in nonmuscle cells	Integrin isoform characterization, not medium	deepseek-chat	20260715T011514
no	no	1973	10.1007/bf00573115	[Cholinesterase in the development of the chick limb : II. Enzyme activity and locomotory behavior of the presumptive cartilage cellsin vitro]	Chick limb development, not medium	deepseek-chat	20260715T011514
no	no	1993	10.1006/dbio.1993.1071	In vitro and in vivo expression of alpha 7 integrin and desmin define the primary and secondary myogenic lineages	Myogenic lineage markers, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1002/smll.202307178	3D Printed Magneto-Active Microfiber Scaffolds for Remote Stimulation and Guided Organization of 3D In Vitro Skeletal Muscle Models	Scaffold for muscle models, not medium	deepseek-chat	20260715T011514
no	no	2006	10.1016/j.surg.2006.01.016	Postnatal myocardial augmentation with skeletal myoblast-based fetal tissue engineering	Fetal tissue engineering, not medium	deepseek-chat	20260715T011514
no	no	2019	10.3892/mmr.2019.10775	miR‑760 regulates skeletal muscle proliferation in rheumatoid arthritis by targeting Myo18b	miRNA in disease, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.bbrc.2025.152926	Integrative multi-omics and single-cell dissection of the immune-fibrotic microenvironment in Duchenne muscular dystrophy reveals therapeutic potential of hesperidin	DMD pathology, not culture medium	deepseek-chat	20260715T011514
no	no	2025	10.1186/s13395-025-00393-3	The paradox of hnRNPK: both absence and excess impair skeletal muscle function in mice	hnRNPK in muscle, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1002/jcsm.12974	A negative feedback loop between fibroadipogenic progenitors and muscle fibres involving endothelin promotes human muscle fibrosis	Muscle fibrosis, not medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.chroma.2020.461861	An ultracentrifugation - hollow-fiber flow field-flow fractionation orthogonal approach for the purification and mapping of extracellular vesicle subtypes	EV purification, not muscle cells	deepseek-chat	20260715T011514
no	no	2016	10.1159/000443634	Creating Interactions between Tissue-Engineered Skeletal Muscle and the Peripheral Nervous System	Tissue engineering, not medium	deepseek-chat	20260715T011514
no	no	2018	10.1089/ten.tea.2017.0263	Retention of the Structure and Function of Heparan Sulfate Biomaterials After Gamma Irradiation	HS biomaterials, not muscle medium	deepseek-chat	20260715T011514
no	no	2024	10.1002/jcsm.13410	A novel biomarker of fibrofatty replacement in dystrophinopathies identified by integrating transcriptome, magnetic resonance imaging, and pathology data	Dystrophinopathy biomarker study	deepseek-chat	20260715T011514
no	no	2014	10.3892/mmr.2014.2047	Effects of canine myoblasts expressing human cartilage‑derived morphogenetic protein‑2 on the repair of meniscal fibrocartilage injury	Meniscal repair, not expansion medium	deepseek-chat	20260715T011514
no	no	2020	10.1002/jcsm.12563	Satellite cell-specific ablation of Cdon impairs integrin activation, FGF signalling, and muscle regeneration	Satellite cell signaling in regeneration	deepseek-chat	20260715T011514
no	no	2023	10.3389/fmed.2023.1157773	Biochemical-molecular-genetic biomarkers in the tear film, aqueous humor, and blood of primary open-angle glaucoma patients	Glaucoma biomarker study	deepseek-chat	20260715T011514
no	yes	2020	10.3389/fsufs.2020.00086	A Survey of Consumer Perceptions of Plant-Based and Clean Meat in the USA, India, and China (vol 3, 11, 2019)	Consumer perception survey	deepseek-chat	20260715T011514
no	no	2023		The Use of Human Skeletal Muscle Microvascular Endothelial Cells in Skeletal Muscle Tissue Engineering: From Cell Isolation to in Vitro Pre-Vascularization	Endothelial cell isolation, not medium	deepseek-chat	20260715T011514
no	no	2022		Cultivated meat - Will all vegetarians say 'No thanks'?	Vegetarian attitudes, not medium	deepseek-chat	20260715T011514
no	yes	2023	10.3389/fsufs.2023.1278904	The role of natural scientists in navigating the social implications of cellular agriculture: insights from an interdisciplinary workshop (vol 7, 1134100, 2023)	social implications workshop	deepseek-chat	20260715T011514
no	no	2021	10.1142/s1793984421410075	3D Printing of Skeleton Muscle Tissue Engineering Scaffolds	scaffold review, not medium	deepseek-chat	20260715T011514
no	no	2022		Multicompartmental Bioprinting For Skeletal Muscle Tissue Engineering	bioprinting scaffold focus	deepseek-chat	20260715T011514
no	no	2004		Skeletal muscle tissue engineering: a challenge for novel dynamic bioreactors	bioreactor, not medium	deepseek-chat	20260715T011514
no	no	2014		Micro-patterned gelatin-genipin hydrogel for skeletal muscle tissue engineering	hydrogel scaffold, not medium	deepseek-chat	20260715T011514
no	no	2012	10.1016/j.juro.2012.02.261	Fabrication of a 3-D Scaffold for Skeletal Muscle Tissue Engineering	scaffold fabrication	deepseek-chat	20260715T011514
no	no	2015		Scaffoldess Skeletal Muscle Tissue Engineering for Repair of Volumetric Muscle Loss	scaffoldless tissue engineering	deepseek-chat	20260715T011514
no	no	2012		Fabrication of a 3-D Scaffold for Skeletal Muscle Tissue Engineering	scaffold fabrication	deepseek-chat	20260715T011514
no	no	2024		HiPSC-derived Vascularized And Myogenic Spheroids For Skeletal Muscle Tissue Engineering	spheroid tissue engineering	deepseek-chat	20260715T011514
no	no	2016		Metabolic reprogramming as therapeutic strategy to ameliorate skeletal muscle tissue engineering procedures	Metabolic reprogramming, not medium focus	deepseek-chat	20260715T011514
no	no	2022		Comparison of Extracellular Vesicle Isolation Processes for Applications in Skeletal Muscle Tissue Engineering	Extracellular vesicles, not medium	deepseek-chat	20260715T011514
no	no	2011		In vivo engineering of a myotendinous junction: a cornerstone in skeletal muscle tissue engineering	In vivo engineering, not medium	deepseek-chat	20260715T011514
no	no	2015		Metabolic Tracking of Muscle Precursor Cells for Skeletal Muscle Tissue Engineering using PET/CT	PET/CT tracking, not medium	deepseek-chat	20260715T011514
no	no	2015		Nanoparticles Versus Conductive Polymers for Enhancing Conductivity in Fibrous Scaffolds for Skeletal Muscle Tissue Engineering	Scaffold conductivity, not medium	deepseek-chat	20260715T011514
no	no	2024		Stretchable Alginate/GelMA Interpenetrating Network (IPN) Hydrogel Microsprings Based On Coaxial Microfluidic Technique For Skeletal Muscle Tissue Engineering	Hydrogel scaffold, not medium	deepseek-chat	20260715T011514
no	no	2023		Nanocomposite Polymeric Thin Films for Boosting Skeletal Muscle Cell Differentiation	Differentiation on films, not medium	deepseek-chat	20260715T011514
no	no	2023		3D bioprinting of a macroscopic construct with piezoelectric nanoparticles for skeletal muscle tissue engineering applications	Bioprinting scaffold, not medium	deepseek-chat	20260715T011514
no	no	2022		Innovative Injectable and Porous Hydrogels as a Support for Striated Skeletal Muscle Tissue Engineering	Injectable hydrogel, not medium	deepseek-chat	20260715T011514
no	no	2018	10.1080/17530350.2018.1452277	Cultured meat and cowless milk: on making markets for animal-free food	Market and policy analysis	deepseek-chat	20260715T011514
no	no	2022	10.1016/j.foodqual.2021.104409	Food technology neophobia as a psychological barrier to clean meat acceptance	Consumer psychology study	deepseek-chat	20260715T011514
no	no	2005	10.1016/j.mseb.2005.08.088	Two-dimensional differential adherence and alignment of C2C12 myoblasts	Scaffold alignment, not medium	deepseek-chat	20260715T011514
no	yes	2020	10.3389/fsufs.2020.596233	Perceptions of Cultured Meat Among Youth and Messaging Strategies (vol 4, 122, 2020)	Youth perceptions and messaging	deepseek-chat	20260715T011514
no	no	2022		Development of Scaffold for cultured meat in the form of lumps through edible materials and crosslinking	Scaffold development, not medium	deepseek-chat	20260715T011514
no	no	2020		Clean Meat & Start-ups Cultured Meat Come, to stay	Start-up overview, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.futures.2024.103488	Sociotechnical transitions in the system for providing beef to human food: Scenarios for cultured meat	Sociotechnical transition scenarios	deepseek-chat	20260715T011514
no	no	2022		Fabrication and characterization of starch-based scaffolds for a cultivated meat	scaffold fabrication only	deepseek-chat	20260715T011514
no	yes	2019	10.3389/fsufs.2019.00011	A Survey of Consumer Perceptions of Plant-Based and Clean Meat in the USA, India, and China	consumer perception survey	deepseek-chat	20260715T011514
no	no	2023	10.1016/j.jretconser.2022.103225	Are two reasons better than one? How natural and ethical appeals influence consumer preferences for clean meat	consumer preference study	deepseek-chat	20260715T011514
no	no	2012		Mechanical Stimulation Device for Skeletal Muscle Tissue Engineering	mechanical stimulation device	deepseek-chat	20260715T011514
no	no	2023	10.1016/j.foodqual.2023.105006	Consumer preferences towards plant-based, hybrid and cultivated meat analogues offered in different meal contexts and at various consumption moments: A choice-based conjoint experimental design and an	consumer preferences study	deepseek-chat	20260715T011514
no	yes	2026	10.1108/bfj-05-2025-0697	Consumer acceptance of cultured meat: an in-depth qualitative assessment	consumer acceptance qualitative	deepseek-chat	20260715T011514
no	no	2017		By 2027, a Research Focus lies on Mass Production of cultivated Meat Market- and Technology Perspectives for in-vitro-Meat: A Delphi-Study for the Year 2027	market and technology foresight	deepseek-chat	20260715T011514
no	no	2022		Development of cultured steak by tissue engineering	tissue engineering steak	deepseek-chat	20260715T011514
no	no	2018	10.4455/eu.2018.003	In Vitro Meat: A Solution to the Problems of Meat Production and the Meat Consumption?	Opinion piece, not medium research	deepseek-chat	20260715T011514
no	no	2022	10.1016/j.cej.2021.131017	Biomimetic 3D aligned conductive tubular cryogel scaffolds with mechanical anisotropy for 3D cell alignment, differentiation and in vivo skeletal muscle regeneration	Scaffold for regeneration, not medium	deepseek-chat	20260715T011514
no	no	2023	10.1016/j.cej.2022.141110	Conductive self-healing biodegradable hydrogel based on hyaluronic acid-grafted-polyaniline as cell recruitment niches and cell delivery carrier for myogenic differentiation and skeletal muscle regene	Hydrogel scaffold, not medium focus	deepseek-chat	20260715T011514
no	no	2018	10.3920/978-90-8686-869-8_22	Toward the research and development of cultured meat for captive carnivorous animals	Ethics of captive carnivore feeding	deepseek-chat	20260715T011514
no	no	2013	10.1039/c3ra43499k	Effect of poling state and morphology of piezoelectric poly(vinylidene fluoride) membranes for skeletal muscle tissue engineering	PVDF membrane, not medium composition	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.foohum.2024.100338	Meat, plant-based or in-vitro salami: Explaining food product choice of Generation Y and Z in Germany through carnism and the core dimensions of the food-related lifestyle scale	Consumer survey, not medium research	deepseek-chat	20260715T011514
no	no	2025	10.1080/0965254x.2025.2601980	The effect of assessment and mixed emotions on willingness to try clean meat	Consumer psychology, not medium	deepseek-chat	20260715T011514
no	no	2015	10.1007/s10806-014-9522-y	Moral Steaks? Ethical Discourses of In Vitro Meat in Academia and Australia	Ethical discourse analysis	deepseek-chat	20260715T011514
no	yes	2020	10.3390/bioengineering7040118	Next Stage Approach to Tissue Engineering Skeletal Muscle	Review of tissue engineering scaffolds	deepseek-chat	20260715T011514
no	no	2026	10.1007/s00003-026-01607-6	Consumer acceptance of cultured meat and its determinants among Turkish adults	Consumer acceptance survey	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.fufo.2025.100767	Hypothetical feed conversion efficiency of cultured meat compared to conventional animal production	Feed conversion efficiency, not medium	deepseek-chat	20260715T011514
no	no	2017	10.1002/pat.4000	PANi/PAN copolymer as scaffolds for the muscle cell-like differentiation of mesenchymal stem cells	Scaffold for differentiation, not expansion medium	deepseek-chat	20260715T011514
no	yes	2023	10.1002/admt.202300845	Real-time and Multichannel Measurement of Contractility of hiPSC-Derived 3D Skeletal Muscle using Fiber Optics-Based Sensing	Contractility measurement, not medium	deepseek-chat	20260715T011514
no	no	2013		Introducing the new meat. Problems and prospects	General cultured meat discussion, not medium	deepseek-chat	20260715T011514
no	yes	2022	10.1007/s11837-022-05316-x	Artificial Meat Industry: Production Methodology, Challenges, and Future	Production methodology review, not medium	deepseek-chat	20260715T011514
no	no	2023	10.1002/mame.202300378	RETRACTION: A Photoclick Thiol-Ene Collagen-Based Hydrogel Platform for Skeletal Muscle Tissue Engineering (Retraction of Vol 308, art no 2300029, 2023)	Retraction, unrelated to medium	deepseek-chat	20260715T011514
no	no	2023	10.1080/02650487.2022.2125183	Novel products and advertising visuals: the mediating role of perceived luxuriousness on willingness to try clean meat products	Advertising and consumer perception, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1111/ijcs.70197	Spice It Up: The Impact of Spiciness and Arousal on Cultured Meat Consumption	Spiciness and consumer willingness, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1002/admi.202500131	Laser-Induced Structuring of Biocompatible Polymers for the Controlled Orientation of Multinucleated Myotubes	Scaffold topography, not medium	deepseek-chat	20260715T011514
no	no	2013	10.1166/jbt.2013.1107	Design of Nanofibrous Scaffolds for Skeletal Muscle Regenerative Engineering	Scaffold design, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1111/basr.70040	Science, Policy, and Public Expectations: A Qualitative Investigation of Consumer Perspectives on Cultured Meat	Consumer perceptions, not medium	deepseek-chat	20260715T011514
no	no	2024		Cultured Meat , Climate Mitigation , and Collective Narratives: The Italian C Ase	Policy and narratives, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1016/j.cej.2022.137455	Microfluidic generation of helical micromotors for muscle tissue engineering	Microfluidic scaffold, not medium	deepseek-chat	20260715T011514
no	no	2009		Cyclic mechanical cells stimulation of myoblasts in skeletal muscle tissue engineering: a preliminary study	Mechanical stimulation, not medium	deepseek-chat	20260715T011514
no	yes	2020	10.1002/admt.202000344	Coupling 3D Printing and Novel Replica Molding for In House Fabrication of Skeletal Muscle Tissue Engineering Devices	Fabrication device, not medium	deepseek-chat	20260715T011514
no	yes	2025	10.33988/auvfd.1531093	The willingness of Turkish consumers in different sociodemographic groups to try and consume in-vitro meat	Consumer willingness, not medium	deepseek-chat	20260715T011514
no	no	2021	10.1109/istas52410.2021.9629187	Neutralizing nature: Automation, agricultural technologies, and the morality of improvement	Agricultural technology ethics, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1002/bmm2.12084	Thickening tissue by thinning electrospun scaffolds for skeletal muscle tissue engineering	Scaffold for muscle tissue engineering	deepseek-chat	20260715T011514
no	no	2026	10.1177/09504222261430217	Assessing current and future needs for workforce development in cellular agriculture	Workforce development, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.cnd.2023.11.003	"Cultured meat: What we know and what we should know. Part B: Extrinsic qualities of ""cultured meat"""	Extrinsic qualities, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1016/j.jrurstud.2022.09.035	Beef as a socio-cultural identity: Rural and urban consumers? attitudes from Rio Grande do sul, Brazil, facing cultured beef	Consumer attitudes, not medium	deepseek-chat	20260715T011514
no	yes	2026	10.1007/s11367-026-02629-w	Life cycle assessment of industrial-scale cultivated meat production: case study of real market entry via pet food application	Life cycle assessment, not medium	deepseek-chat	20260715T011514
no	no	2023		Towards Adipose Tissue Engineering Using Photo-Crosslinkable Gelatin-Based Bio-Inks	Adipose tissue engineering, not muscle	deepseek-chat	20260715T011514
no	no	2026	10.1016/j.fufo.2026.100984	Cultivated meat for sustainable food security and environmental resilience	Food security overview, not medium	deepseek-chat	20260715T011514
no	no	2021	10.1016/j.geoforum.2021.10.001	Contesting and reinforcing the future of 'meat' through problematization: Analyzing the discourses in regulatory debates around animal cell-cultured meat	Regulatory discourse, not medium	deepseek-chat	20260715T011514
no	no	2015	10.1007/s10806-015-9573-8	Public Perceptions of the Ethics of In-vitro Meat: Determining an Appropriate Course of Action	Public perceptions, ethics, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.clrc.2025.100313	Sustainability considerations and willingness to try alternative proteins: evidence from the UK	Consumer willingness, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.tifs.2025.105226	Willingness to consume cultured meat: A meta-analysis	Meta-analysis of acceptance, not medium	deepseek-chat	20260715T011514
no	no	2016	10.1016/j.polymer.2016.05.013	Nanofibrous hydrogel with stable electrical conductivity for biological applications	Scaffold for muscle tissue engineering	deepseek-chat	20260715T011514
no	no	2013	10.1007/s10544-012-9692-1	A contactless electrical stimulator: application to fabricate functional skeletal muscle tissue	Electrical stimulator, not medium	deepseek-chat	20260715T011514
no	yes	2019	10.1080/09505431.2018.1544232	Many Meats and Many Milks? The Ontological Politics of a Proposed Post-animal Revolution	Ontological politics, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1111/1467-923x.13404	Fifty Years after Peter Singer's Animal Liberation: What has the Animal Rights Movement Achieved so Far?	Animal rights movement, not medium	deepseek-chat	20260715T011514
no	no	2018	10.1007/s11947-018-2095-4	Micropatterning Technology to Design an Edible Film for In Vitro Meat Production	Edible film scaffold, not medium	deepseek-chat	20260715T011514
no	yes	2019	10.3389/fsufs.2019.00024	Possibilities for Engineered Insect Tissue as a Food Source	Review, not specific medium study	deepseek-chat	20260715T011514
no	no	2023	10.1080/87559129.2022.2094403	Potential Alternatives of Animal Proteins for Sustainability in the Food Sector	Broad review, not medium-focused	deepseek-chat	20260715T011514
no	no	2013	10.1007/s10460-013-9427-9	If they come, we will build it: in vitro meat and the discursive struggle over future agrofood expectations	Sociology of expectations, not medium	deepseek-chat	20260715T011514
no	yes	2021	10.3390/su13137430	Consumers' Perception of In-Vitro Meat in New Zealand Using the Theory of Planned Behaviour Model	Consumer perception study	deepseek-chat	20260715T011514
no	yes	2025	10.3390/su17156685	The Influence of Labels on the Front of In Vitro Chicken Meat Packaging on the Choice Behavior of German Consumers	Consumer choice, not medium	deepseek-chat	20260715T011514
no	yes	2024	10.36922/ijb.4371	3D-bioprinted in vitro skeletal muscle with pennate fiber architecture to enhance contractile function	3D printing, not medium focus	deepseek-chat	20260715T011514
no	no	2025	10.1080/10408398.2024.2442062	Novel foods in the European framework: benefits and risks	Novel foods regulation, not medium	deepseek-chat	20260715T011514
no	yes	2025	10.3389/frfst.2025.1607449	Emerging advancements in 3D food printing	3D food printing, not medium	deepseek-chat	20260715T011514
no	yes	2025	10.1016/j.ifset.2025.104204	Low-intensity pulsed electromagnetic field stimulation enhances fusion in bovine myoblasts and improves tensile properties of engineered skeletal muscle tissue	PEMF stimulation, not medium	deepseek-chat	20260715T011514
no	yes	2025	10.15316/selcukjafsci.1648116	Approach of Gastronomy and Culinary Arts and Cookery Students towards In Vitro Meat	Consumer perception study	deepseek-chat	20260715T011514
no	yes	2020	10.3389/fsufs.2020.00122	Perceptions of Cultured Meat Among Youth and Messaging Strategies	Youth perceptions, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1021/acsfoodscitech.5c00908	Environmental Impact of Cultured Meat: A Systematic Review	Environmental impact review	deepseek-chat	20260715T011514
no	no	2025	10.1002/agt2.727	3D Rotary Wet-Spinning (RoWS) Biofabrication Directly Affects Proteomic Signature and Myogenic Maturation in Muscle Pericyte-Derived Human Myo-Substitute	Biofabrication, not medium	deepseek-chat	20260715T011514
no	no	2012		Adipose tissue engineering for a breast reconstruction	Breast reconstruction, not meat	deepseek-chat	20260715T011514
no	no	2022	10.1016/j.tifs.2022.04.015	The transformation of our food system using cellular agriculture: What lies ahead and who will lead it?	Food system transformation	deepseek-chat	20260715T011514
no	no	2012		Modular adipose tissue engineering for soft tissue reconstruction	Adipose tissue engineering	deepseek-chat	20260715T011514
no	yes	2024	10.1007/978-981-99-8159-5_8	The Environmental Impacts of Cultured Meat Production: A Systematic Literature Review	LCA review, not medium	deepseek-chat	20260715T011514
no	no	2022		Photo-Crosslinkable Gelatin-Based Hydrogels for Adipose Tissue Engineering	Adipose tissue engineering	deepseek-chat	20260715T011514
no	no	2020		Suitability of Hyaluronic Acid Hydrogels For Adipose Tissue Engineering	Adipose tissue engineering	deepseek-chat	20260715T011514
no	no	2008		Quantitative evaluation of adipose tissue engineering in scid mice	Adipose tissue engineering	deepseek-chat	20260715T011514
no	no	2008		Adipose tissue engineering using adipose-derived stem cells and fibrin	Adipose tissue engineering	deepseek-chat	20260715T011514
no	no	2006		Assessment of glutaraldehyde-crosslinked collagen/chitosan scaffolds for adipose tissue engineering	Adipose tissue engineering	deepseek-chat	20260715T011514
no	no	2018		Evaluating a Novel Adipose Tissue Engineering Strategy for Breast Reconstruction Post-Mastectomy	Adipose tissue engineering	deepseek-chat	20260715T011514
no	no	2005		Adipose tissue engineering by human adipose-derived stromal cell seeded gelatin sponges	Adipose tissue engineering	deepseek-chat	20260715T011514
no	no	2023		Electroactive Sa/Pcl Hydrogels with Conductive Rgo Nanoparticles for Muscle Tissue Engineering	Muscle tissue scaffold, not medium	deepseek-chat	20260715T011514
no	no	2025	10.1016/j.polymer.2025.129112	A novel platform of synthetic polyurea bioinks with tailorable properties	Bioink platform, not medium	deepseek-chat	20260715T011514
no	no	2024	10.1016/j.nantod.2024.102407	Biodegradable conductive IPN in situ cryogels with anisotropic microchannels and sequential delivery of dual-growth factors for skeletal muscle regeneration	Scaffold for regeneration, not medium	deepseek-chat	20260715T011514
no	no	2022	10.1002/pat.5774	Self-actuating multilayer scaffold for skeletal muscle tissue engineering	Electroactive scaffold, not medium	deepseek-chat	20260715T011514
no	no	2023		Porous Poly(glycerol sebacate)-methacrylate Scaffolds For Adipose Tissue Engineering	Adipose scaffold, not muscle medium	deepseek-chat	20260715T011514
no	no	2007		Inflammation causes neo-adipogenesis - What adipose tissue engineering can learn from the pathogenesis of obesity	Inflammation and adipogenesis, not medium	deepseek-chat	20260715T011514
no	no	2022		Towards a Physiological Three-Dimensional Adipose Tissue Model	Adipose tissue model, not medium	deepseek-chat	20260715T011514
no	no	2007	10.1097/01.prs.0000246803.35586.5d	Adipose tissue engineering from human adult stem cells: Clinical implications in plastic and reconstructive surgery	Adipose tissue engineering, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1016/j.jbusres.2025.115816	On what basis do cooperatives engage in the cultivated meat market? Insights from Brazilian cooperatives	Cooperative market, not medium	deepseek-chat	20260715T011514
no	no	2023	10.1016/j.fufo.2023.100220	Protein source matters: Understanding consumer segments with distinct preferences for alternative proteins	Consumer preferences, not medium	deepseek-chat	20260715T011514
no	yes	2019	10.3390/app9204440	Food Neophobia or Distrust of Novelties? Exploring Consumers' Attitudes toward GMOs, Insects and Cultured Meat	Consumer attitudes, not medium	deepseek-chat	20260715T011514
no	no	2026	10.1016/j.tifs.2026.105665	Downstream processing strategies for the sustainable production of cultivated meat	Downstream processing, not medium	deepseek-chat	20260715T011514
no	no	2017		Co-culture of Adipose-derived Stem Cells and Human Umbilical Vein Endothelial Cells for Vascularized Adipose Tissue Engineering	Adipose tissue engineering, not muscle	deepseek-chat	20260715T011514
no	no	2022		Cultured Meat: Hype and Reality	General hype/reality, not medium	deepseek-chat	20260715T011514
no	no	2014		Skin and fat tissue engineering - clinical relevance and translation	Skin/fat tissue engineering	deepseek-chat	20260715T011514
no	no	2022		Long-term maintenance of viable adipocytes and enhanced blood vessel infiltration in vivo using spheroid-based bioprinted construct	Adipose bioprinting, not muscle	deepseek-chat	20260715T011514
no	no	2023		Prospects and challenges of cultured meat	General prospects, not medium	deepseek-chat	20260715T011514
no	no	2023		Digital Light Processing of Polyester-Based Materials as an Alternative Route Towards Patient-Specific Breast Reconstruction	Breast reconstruction, not medium	deepseek-chat	20260715T011514
