benchmark_version	record_id	paper_id	title	year	doi	url	block	field	field_description	value_type	source_path	source_sha256	reviewer_1_decision	reviewer_1_value_json	reviewer_1_quote	reviewer_1_location	reviewer_1_reviewer	reviewer_1_date	reviewer_2_decision	reviewer_2_value_json	reviewer_2_quote	reviewer_2_location	reviewer_2_reviewer	reviewer_2_date	adjudicated_decision	adjudicated_value_json	adjudicated_quote	adjudicated_location	adjudicated_reviewer	adjudicated_date	notes
medium-fulltext-v1	R017	serum-free-media-for-the-growth-of-primary-bovine-myoblasts	Serum-free media for the growth of primary bovine myoblasts	2020	10.1007/s10616-019-00361-y	https://pmc.ncbi.nlm.nih.gov/articles/PMC7002633/	L	is_it_incremental_or_direction_setting	Fine-tunes an existing lane vs. redirects the field.	str | None	data/papers/serum-free-media-for-the-growth-of-primary-bovine-myoblasts/fulltext.txt	fd804bcf8c812094397cd2b6acfcf6853c773da6db4c51283bcb452e82494fa0																			
medium-fulltext-v1	R017	serum-free-media-for-the-growth-of-primary-bovine-myoblasts	Serum-free media for the growth of primary bovine myoblasts	2020	10.1007/s10616-019-00361-y	https://pmc.ncbi.nlm.nih.gov/articles/PMC7002633/	L	candidate_for_scoring_framework	Should it enter a later scoring matrix / evidence framework?	str | None	data/papers/serum-free-media-for-the-growth-of-primary-bovine-myoblasts/fulltext.txt	fd804bcf8c812094397cd2b6acfcf6853c773da6db4c51283bcb452e82494fa0																			
medium-fulltext-v1	R017	serum-free-media-for-the-growth-of-primary-bovine-myoblasts	Serum-free media for the growth of primary bovine myoblasts	2020	10.1007/s10616-019-00361-y	https://pmc.ncbi.nlm.nih.gov/articles/PMC7002633/	L	representative_paper_flag	One you'd naturally cite as representative in the final review?	str | None	data/papers/serum-free-media-for-the-growth-of-primary-bovine-myoblasts/fulltext.txt	fd804bcf8c812094397cd2b6acfcf6853c773da6db4c51283bcb452e82494fa0																			
medium-fulltext-v1	R017	serum-free-media-for-the-growth-of-primary-bovine-myoblasts	Serum-free media for the growth of primary bovine myoblasts	2020	10.1007/s10616-019-00361-y	https://pmc.ncbi.nlm.nih.gov/articles/PMC7002633/	M	review_usefulness	Usefulness for the review narrative / evidence map.	str | None	data/papers/serum-free-media-for-the-growth-of-primary-bovine-myoblasts/fulltext.txt	fd804bcf8c812094397cd2b6acfcf6853c773da6db4c51283bcb452e82494fa0																			
medium-fulltext-v1	R017	serum-free-media-for-the-growth-of-primary-bovine-myoblasts	Serum-free media for the growth of primary bovine myoblasts	2020	10.1007/s10616-019-00361-y	https://pmc.ncbi.nlm.nih.gov/articles/PMC7002633/	M	research_usefulness	Usefulness for shaping your own future experiments/hypotheses.	str | None	data/papers/serum-free-media-for-the-growth-of-primary-bovine-myoblasts/fulltext.txt	fd804bcf8c812094397cd2b6acfcf6853c773da6db4c51283bcb452e82494fa0																			
medium-fulltext-v1	R017	serum-free-media-for-the-growth-of-primary-bovine-myoblasts	Serum-free media for the growth of primary bovine myoblasts	2020	10.1007/s10616-019-00361-y	https://pmc.ncbi.nlm.nih.gov/articles/PMC7002633/	M	data_extraction_usefulness	Usefulness specifically as a source of extractable structured info.	str | None	data/papers/serum-free-media-for-the-growth-of-primary-bovine-myoblasts/fulltext.txt	fd804bcf8c812094397cd2b6acfcf6853c773da6db4c51283bcb452e82494fa0																			
medium-fulltext-v1	R017	serum-free-media-for-the-growth-of-primary-bovine-myoblasts	Serum-free media for the growth of primary bovine myoblasts	2020	10.1007/s10616-019-00361-y	https://pmc.ncbi.nlm.nih.gov/articles/PMC7002633/	M	recommended_action	Workflow triage tag.	str | None	data/papers/serum-free-media-for-the-growth-of-primary-bovine-myoblasts/fulltext.txt	fd804bcf8c812094397cd2b6acfcf6853c773da6db4c51283bcb452e82494fa0																			
medium-fulltext-v1	R017	serum-free-media-for-the-growth-of-primary-bovine-myoblasts	Serum-free media for the growth of primary bovine myoblasts	2020	10.1007/s10616-019-00361-y	https://pmc.ncbi.nlm.nih.gov/articles/PMC7002633/	M	one_paragraph_reader_summary	One dense paragraph recovering the paper's value in ~20s.	str | None	data/papers/serum-free-media-for-the-growth-of-primary-bovine-myoblasts/fulltext.txt	fd804bcf8c812094397cd2b6acfcf6853c773da6db4c51283bcb452e82494fa0																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	A	paper_id	Stable local ID for the paper.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	A	title	Official paper title exactly as published.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	A	authors	Author list; at minimum first + corresponding author.	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	A	year	Publication year.	int | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	A	journal	Journal or source title.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	A	doi	DOI in standard form; use NR rather than inventing one.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	A	article_type	Best-fit type. Choose 'article' only for original experimental data.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	B	main_track	Dominant contribution lane (choose one).	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	B	subtrack	More specific placement, e.g. 'serum-free medium', 'perfusion'.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	B	species	Species discussed/tested (bovine, porcine, chicken, fish...).	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	B	target_product_type	Product direction the work mainly supports.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	B	is_core_for_review	Central enough to cite/discuss in the main review argument?	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	B	is_core_for_modeling	Likely to yield structured variables / quantitative relations?	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	B	overall_priority_note	Dense triage note: why it matters and what to do next.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	C	problem_statement	Practical/scientific problem framed by the paper (1-3 dense sentences).	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	C	technical_bottleneck_targeted	Specific bottlenecks explicitly targeted (low proliferation, high media cost, oxygen limitation...).	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	C	proposed_solution	Core solution route the authors built/compared/optimized.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	C	claimed_novelty	What the authors say is new (keep author claims even if incremental).	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	cell_source	Immediate source: biopsy, slaughterhouse tissue, commercial line, iPSC...	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	cell_type	Cell identity: satellite cells, myoblasts, FAPs, adipocytes, iPSC...	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	primary_or_cell_line	Primary, established line, mixture, or unclear.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	immortalization_status	Absent / present / conditional / unclear.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	tissue_of_origin	Anatomical source: skeletal muscle, subcutaneous adipose, fin...	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	species_detail	Granular taxonomic / breed / source detail if relevant.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	culture_stage	Explicit experimental stage(s): isolation, expansion/proliferation, differentiation, or maturation; require source evidence.	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	passage_info	Passage number, doubling history, senescence note, expansion window.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	cell_isolation_method	Isolation/enrichment: enzymatic digestion, pre-plating, FACS, MACS, explant.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	expansion_conditions_summary	Dense description of proliferation-stage culture (medium, substrate, serum, O2, timing).	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	D	differentiation_conditions_summary	Dense description of myogenic/adipogenic/maturation conditions and triggers.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	basal_medium	Base platform(s): DMEM, DMEM/F12, Ham's F-10, custom defined base.	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	medium_type	Explicit formulation role/type, e.g. expansion medium, differentiation medium, conditioned medium, or spent medium.	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	serum_usage	Serum used at any stage? If stage-specific, say where and at what level.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	serum_free_status	Strongest label the data justify; do not overclaim 'chemically defined'.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	growth_factors	Named protein supplements: FGF2, IGF-1, insulin, transferrin, TGF-beta inhibitors...	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	small_molecules	Non-protein signaling/differentiation additives.	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	hydrolysates_or_extracts	Yeast extract, plant/algal hydrolysates, peptones...	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	conditioned_medium_or_recycling	Conditioned-medium reuse, spent-medium recycling, circular-medium strategy.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	medium_optimization_strategy	How the paper optimizes medium: screening, DoE, replacement, cost trimming...	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	E	cost_reduction_relevance	Why this medium work matters (or not) for practical cost reduction.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	F	scaffold_used	Whether an explicit scaffold/carrier system is used and in what sense.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	F	material_type	Materials: alginate, gelatin, collagen, cellulose, chitosan, dECM, soy protein...	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	F	material_origin	Broad origin class; use 'hybrid' when combined.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	F	edibility_status	Intended to remain in food, or clearly research-only.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	F	fabrication_method	Casting, freeze-drying, electrospinning, 3D printing, extrusion, crosslinking, decellularization...	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	F	structure_features	Porous, aligned, anisotropic, fibrous, layered, perfusable, microchanneled...	typing.List[str] | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	F	mechanical_or_microstructure_features	Mechanical props, pore size, fiber diameter, swelling, rheology...	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
medium-fulltext-v1	R023	influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati	Influence of Media Composition on the Level of Bovine Satellite Cell Proliferation	2023	10.3390/ani13111855	https://www.mdpi.com/2076-2615/13/11/1855	F	microcarrier_usage	Microcarrier type, material, detachability, edibility, stage of use.	str | None	data/papers/influence-of-media-composition-on-the-level-of-bovine-satellite-cell-proliferati/fulltext.txt	8e27c3ff5e9114a90d78fccf3de731c97942e7377ad0d4e20fc8e006b41dca7e																			
